Rk,League,Team,Pts,P,W,D,L,GF,GA,GD,Year_End
8,LaLiga,Málaga,55,38,15,10,13,55,59,-4,2009
9,LaLiga,Mallorca,51,38,14,9,15,53,60,-7,2009
10,LaLiga,Espanyol,47,38,12,11,15,46,49,-3,2009
11,LaLiga,Almería,46,38,13,7,18,45,61,-16,2009
12,LaLiga,Racing Santander,46,38,12,10,16,49,48,1,2009
13,LaLiga,Athletic,44,38,12,8,18,47,62,-15,2009
14,LaLiga,Sporting Gijón,43,38,14,1,23,47,79,-32,2009
15,LaLiga,Valladolid,43,38,12,7,19,46,58,-12,2009
16,LaLiga,Osasuna,43,38,10,13,15,41,47,-6,2009
17,LaLiga,Getafe,42,38,10,12,16,50,56,-6,2009
18,LaLiga,Real Betis,42,38,10,12,16,51,58,-7,2009
19,LaLiga,Numancia,35,38,10,5,23,38,69,-31,2009
20,LaLiga,Recreativo,33,38,8,9,21,34,57,-23,2009
1,LaLiga,Barcelona,99,38,31,6,1,98,24,74,2010
2,LaLiga,Real Madrid,96,38,31,3,4,102,35,67,2010
3,LaLiga,Valencia,71,38,21,8,9,59,40,19,2010
4,LaLiga,Sevilla,63,38,19,6,13,65,49,16,2010
5,LaLiga,Mallorca,62,38,18,8,12,59,44,15,2010
6,LaLiga,Getafe,58,38,17,7,14,58,48,10,2010
7,LaLiga,Villarreal,56,38,16,8,14,58,57,1,2010
8,LaLiga,Athletic,54,38,15,9,14,50,53,-3,2010
9,LaLiga,Atlético de Madrid,47,38,13,8,17,57,61,-4,2010
10,LaLiga,Deportivo,47,38,13,8,17,35,49,-14,2010
11,LaLiga,Espanyol,44,38,11,11,16,29,46,-17,2010
12,LaLiga,Osasuna,43,38,11,10,17,37,46,-9,2010
13,LaLiga,Almería,42,38,10,12,16,43,55,-12,2010
14,LaLiga,Real Zaragoza,41,38,10,11,17,46,64,-18,2010
15,LaLiga,Sporting Gijón,40,38,9,13,16,36,51,-15,2010
16,LaLiga,Racing Santander,39,38,9,12,17,42,59,-17,2010
17,LaLiga,Málaga,37,38,7,16,15,42,48,-6,2010
18,LaLiga,Valladolid,36,38,7,15,16,37,62,-25,2010
19,LaLiga,Tenerife,36,38,9,9,20,40,74,-34,2010
20,LaLiga,Xerez,34,38,8,10,20,38,66,-28,2010
1,LaLiga,Barcelona,96,38,30,6,2,95,21,74,2011
2,LaLiga,Real Madrid,92,38,29,5,4,102,33,69,2011
3,LaLiga,Valencia,71,38,21,8,9,64,44,20,2011
4,LaLiga,Villarreal,62,38,18,8,12,54,44,10,2011
5,LaLiga,Sevilla,58,38,17,7,14,62,61,1,2011
6,LaLiga,Athletic,58,38,18,4,16,59,55,4,2011
7,LaLiga,Atlético de Madrid,58,38,17,7,14,62,53,9,2011
8,LaLiga,Espanyol,49,38,15,4,19,46,55,-9,2011
9,LaLiga,Osasuna,47,38,13,8,17,45,46,-1,2011
10,LaLiga,Sporting Gijón,47,38,11,14,13,35,42,-7,2011
11,LaLiga,Málaga,46,38,13,7,18,54,68,-14,2011
12,LaLiga,Racing Santander,46,38,12,10,16,41,56,-15,2011
13,LaLiga,Real Zaragoza,45,38,12,9,17,40,53,-13,2011
14,LaLiga,Levante,45,38,12,9,17,41,52,-11,2011
15,LaLiga,Real Sociedad,45,38,14,3,21,49,66,-17,2011
16,LaLiga,Getafe,44,38,12,8,18,49,60,-11,2011
17,LaLiga,Mallorca,44,38,12,8,18,41,56,-15,2011
18,LaLiga,Deportivo,43,38,10,13,15,31,47,-16,2011
19,LaLiga,Hércules,35,38,9,8,21,36,60,-24,2011
20,LaLiga,Almería,30,38,6,12,20,36,70,-34,2011
1,LaLiga,Real Madrid,100,38,32,4,2,121,32,89,2012
2,LaLiga,Barcelona,91,38,28,7,3,114,29,85,2012
3,LaLiga,Valencia,61,38,17,10,11,59,44,15,2012
4,LaLiga,Málaga,58,38,17,7,14,54,53,1,2012
5,LaLiga,Atlético de Madrid,56,38,15,11,12,53,46,7,2012
6,LaLiga,Levante,55,38,16,7,15,54,50,4,2012
7,LaLiga,Osasuna,54,38,13,15,10,44,61,-17,2012
8,LaLiga,Mallorca,52,38,14,10,14,42,46,-4,2012
9,LaLiga,Sevilla,50,38,13,11,14,48,47,1,2012
10,LaLiga,Athletic,49,38,12,13,13,49,52,-3,2012
11,LaLiga,Getafe,47,38,12,11,15,40,51,-11,2012
12,LaLiga,Real Sociedad,47,38,12,11,15,46,52,-6,2012
13,LaLiga,Real Betis,47,38,13,8,17,47,56,-9,2012
14,LaLiga,Espanyol,46,38,12,10,16,46,56,-10,2012
15,LaLiga,Rayo Vallecano,43,38,13,4,21,53,73,-20,2012
16,LaLiga,Real Zaragoza,43,38,12,7,19,36,61,-25,2012
17,LaLiga,Granada,42,38,12,6,20,35,56,-21,2012
18,LaLiga,Villarreal,41,38,9,14,15,39,53,-14,2012
19,LaLiga,Sporting Gijón,37,38,10,7,21,42,69,-27,2012
20,LaLiga,Racing Santander,27,38,4,15,19,28,63,-35,2012
1,LaLiga,Barcelona,100,38,32,4,2,115,40,75,2013
2,LaLiga,Real Madrid,85,38,26,7,5,103,42,61,2013
3,LaLiga,Atlético de Madrid,76,38,23,7,8,65,31,34,2013
4,LaLiga,Real Sociedad,66,38,18,12,8,70,49,21,2013
5,LaLiga,Valencia,65,38,19,8,11,67,54,13,2013
6,LaLiga,Málaga,57,38,16,9,13,53,50,3,2013
7,LaLiga,Real Betis,56,38,16,8,14,57,56,1,2013
8,LaLiga,Rayo Vallecano,53,38,16,5,17,50,66,-16,2013
9,LaLiga,Sevilla,50,38,14,8,16,58,54,4,2013
10,LaLiga,Getafe,47,38,13,8,17,43,57,-14,2013
11,LaLiga,Levante,46,38,12,10,16,40,57,-17,2013
12,LaLiga,Athletic,45,38,12,9,17,44,65,-21,2013
13,LaLiga,Espanyol,44,38,11,11,16,43,52,-9,2013
14,LaLiga,Valladolid,43,38,11,10,17,49,58,-9,2013
15,LaLiga,Granada,42,38,11,9,18,37,54,-17,2013
16,LaLiga,Osasuna,39,38,10,9,19,33,50,-17,2013
17,LaLiga,Celta de Vigo,37,38,10,7,21,37,52,-15,2013
18,LaLiga,Mallorca,36,38,9,9,20,43,72,-29,2013
19,LaLiga,Deportivo,35,38,8,11,19,47,70,-23,2013
20,LaLiga,Real Zaragoza,34,38,9,7,22,37,62,-25,2013
1,LaLiga,Atlético de Madrid,90,38,28,6,4,77,26,51,2014
2,LaLiga,Barcelona,87,38,27,6,5,100,33,67,2014
3,LaLiga,Real Madrid,87,38,27,6,5,104,38,66,2014
4,LaLiga,Athletic,70,38,20,10,8,66,39,27,2014
5,LaLiga,Sevilla,63,38,18,9,11,69,52,17,2014
6,LaLiga,Villarreal,59,38,17,8,13,60,44,16,2014
7,LaLiga,Real Sociedad,59,38,16,11,11,62,55,7,2014
8,LaLiga,Valencia,49,38,13,10,15,51,53,-2,2014
9,LaLiga,Celta de Vigo,49,38,14,7,17,49,54,-5,2014
10,LaLiga,Levante,48,38,12,12,14,35,43,-8,2014
11,LaLiga,Málaga,45,38,12,9,17,39,46,-7,2014
12,LaLiga,Rayo Vallecano,43,38,13,4,21,46,80,-34,2014
13,LaLiga,Getafe,42,38,11,9,18,35,54,-19,2014
14,LaLiga,Espanyol,42,38,11,9,18,41,51,-10,2014
15,LaLiga,Granada,41,38,12,5,21,32,56,-24,2014
16,LaLiga,Elche,40,38,9,13,16,30,50,-20,2014
17,LaLiga,Almería,40,38,11,7,20,43,71,-28,2014
18,LaLiga,Osasuna,39,38,10,9,19,32,62,-30,2014
19,LaLiga,Valladolid,36,38,7,15,16,38,60,-22,2014
20,LaLiga,Real Betis,25,38,6,7,25,36,78,-42,2014
1,LaLiga,Barcelona,94,38,30,4,4,110,21,89,2015
2,LaLiga,Real Madrid,92,38,30,2,6,118,38,80,2015
3,LaLiga,Atlético de Madrid,78,38,23,9,6,67,29,38,2015
4,LaLiga,Valencia,77,38,22,11,5,70,32,38,2015
5,LaLiga,Sevilla,76,38,23,7,8,71,45,26,2015
6,LaLiga,Villarreal,60,38,16,12,10,48,37,11,2015
7,LaLiga,Athletic,55,38,15,10,13,42,41,1,2015
8,LaLiga,Celta de Vigo,51,38,13,12,13,47,44,3,2015
9,LaLiga,Málaga,50,38,14,8,16,42,48,-6,2015
10,LaLiga,Espanyol,49,38,13,10,15,47,51,-4,2015
11,LaLiga,Rayo Vallecano,49,38,15,4,19,46,68,-22,2015
12,LaLiga,Real Sociedad,46,38,11,13,14,44,51,-7,2015
13,LaLiga,Elche,41,38,11,8,19,35,62,-27,2015
14,LaLiga,Levante,37,38,9,10,19,34,67,-33,2015
15,LaLiga,Getafe,37,38,10,7,21,33,64,-31,2015
16,LaLiga,Deportivo,35,38,7,14,17,35,60,-25,2015
17,LaLiga,Granada,35,38,7,14,17,29,64,-35,2015
18,LaLiga,Eibar,35,38,9,8,21,34,55,-21,2015
19,LaLiga,Almería,32,38,8,8,22,35,64,-29,2015
20,LaLiga,Córdoba,20,38,3,11,24,22,68,-46,2015
1,LaLiga,Barcelona,91,38,29,4,5,112,29,83,2016
2,LaLiga,Real Madrid,90,38,28,6,4,110,34,76,2016
3,LaLiga,Atlético de Madrid,88,38,28,4,6,63,18,45,2016
4,LaLiga,Villarreal,64,38,18,10,10,44,35,9,2016
5,LaLiga,Athletic,62,38,18,8,12,58,45,13,2016
6,LaLiga,Celta de Vigo,60,38,17,9,12,51,59,-8,2016
7,LaLiga,Sevilla,52,38,14,10,14,51,50,1,2016
8,LaLiga,Málaga,48,38,12,12,14,38,35,3,2016
9,LaLiga,Real Sociedad,48,38,13,9,16,45,48,-3,2016
10,LaLiga,Real Betis,45,38,11,12,15,34,52,-18,2016
11,LaLiga,Las Palmas,44,38,12,8,18,45,53,-8,2016
12,LaLiga,Valencia,44,38,11,11,16,46,48,-2,2016
13,LaLiga,Espanyol,43,38,12,7,19,40,74,-34,2016
14,LaLiga,Eibar,43,38,11,10,17,49,61,-12,2016
15,LaLiga,Deportivo,42,38,8,18,12,45,61,-16,2016
16,LaLiga,Granada,39,38,10,9,19,46,69,-23,2016
17,LaLiga,Sporting Gijón,39,38,10,9,19,40,62,-22,2016
18,LaLiga,Rayo Vallecano,38,38,9,11,18,52,73,-21,2016
19,LaLiga,Getafe,36,38,9,9,20,37,67,-30,2016
20,LaLiga,Levante,32,38,8,8,22,37,70,-33,2016
1,LaLiga,Real Madrid,93,38,29,6,3,106,41,65,2017
2,LaLiga,Barcelona,90,38,28,6,4,116,37,79,2017
3,LaLiga,Atlético de Madrid,78,38,23,9,6,70,27,43,2017
4,LaLiga,Sevilla,72,38,21,9,8,69,49,20,2017
5,LaLiga,Villarreal,67,38,19,10,9,56,33,23,2017
6,LaLiga,Real Sociedad,64,38,19,7,12,59,53,6,2017
7,LaLiga,Athletic,63,38,19,6,13,53,43,10,2017
8,LaLiga,Espanyol,56,38,15,11,12,49,50,-1,2017
9,LaLiga,Alavés,55,38,14,13,11,41,43,-2,2017
10,LaLiga,Eibar,54,38,15,9,14,56,51,5,2017
11,LaLiga,Málaga,46,38,12,10,16,49,55,-6,2017
12,LaLiga,Valencia,46,38,13,7,18,56,65,-9,2017
13,LaLiga,Celta de Vigo,45,38,13,6,19,53,69,-16,2017
14,LaLiga,Las Palmas,39,38,10,9,19,53,74,-21,2017
15,LaLiga,Real Betis,39,38,10,9,19,41,64,-23,2017
16,LaLiga,Deportivo,36,38,8,12,18,43,61,-18,2017
17,LaLiga,Leganés,35,38,8,11,19,36,55,-19,2017
18,LaLiga,Sporting Gijón,31,38,7,10,21,42,72,-30,2017
19,LaLiga,Osasuna,22,38,4,10,24,40,94,-54,2017
20,LaLiga,Granada,20,38,4,8,26,30,82,-52,2017
1,LaLiga,Barcelona,93,38,28,9,1,99,29,70,2018
2,LaLiga,Atlético de Madrid,79,38,23,10,5,58,22,36,2018
3,LaLiga,Real Madrid,76,38,22,10,6,94,44,50,2018
4,LaLiga,Valencia,73,38,22,7,9,65,38,27,2018
5,LaLiga,Villarreal,61,38,18,7,13,57,50,7,2018
6,LaLiga,Real Betis,60,38,18,6,14,60,61,-1,2018
7,LaLiga,Sevilla,58,38,17,7,14,49,58,-9,2018
8,LaLiga,Getafe,55,38,15,10,13,42,33,9,2018
9,LaLiga,Eibar,51,38,14,9,15,44,50,-6,2018
10,LaLiga,Girona,51,38,14,9,15,50,59,-9,2018
11,LaLiga,Espanyol,49,38,12,13,13,36,42,-6,2018
12,LaLiga,Real Sociedad,49,38,14,7,17,66,59,7,2018
13,LaLiga,Celta de Vigo,49,38,13,10,15,59,60,-1,2018
14,LaLiga,Alavés,47,38,15,2,21,40,50,-10,2018
15,LaLiga,Levante,46,38,11,13,14,44,58,-14,2018
16,LaLiga,Athletic,43,38,10,13,15,41,49,-8,2018
17,LaLiga,Leganés,43,38,12,7,19,34,51,-17,2018
18,LaLiga,Deportivo,29,38,6,11,21,38,76,-38,2018
19,LaLiga,Las Palmas,22,38,5,7,26,24,74,-50,2018
20,LaLiga,Málaga,20,38,5,5,28,24,61,-37,2018
1,LaLiga,Barcelona,87,38,26,9,3,90,36,54,2019
2,LaLiga,Atlético de Madrid,76,38,22,10,6,55,29,26,2019
3,LaLiga,Real Madrid,68,38,21,5,12,63,46,17,2019
4,LaLiga,Valencia,61,38,15,16,7,51,35,16,2019
5,LaLiga,Getafe,59,38,15,14,9,48,35,13,2019
6,LaLiga,Sevilla,59,38,17,8,13,62,47,15,2019
7,LaLiga,Espanyol,53,38,14,11,13,48,50,-2,2019
8,LaLiga,Athletic,53,38,13,14,11,41,45,-4,2019
9,LaLiga,Real Sociedad,50,38,13,11,14,45,46,-1,2019
10,LaLiga,Real Betis,50,38,14,8,16,44,52,-8,2019
11,LaLiga,Alavés,50,38,13,11,14,39,50,-11,2019
12,LaLiga,Eibar,47,38,11,14,13,46,50,-4,2019
13,LaLiga,Leganés,45,38,11,12,15,37,43,-6,2019
14,LaLiga,Villarreal,44,38,10,14,14,49,52,-3,2019
15,LaLiga,Levante,44,38,11,11,16,59,66,-7,2019
16,LaLiga,Valladolid,41,38,10,11,17,32,51,-19,2019
17,LaLiga,Celta de Vigo,41,38,10,11,17,53,62,-9,2019
18,LaLiga,Girona,37,38,9,10,19,37,53,-16,2019
19,LaLiga,Huesca,33,38,7,12,19,43,65,-22,2019
20,LaLiga,Rayo Vallecano,32,38,8,8,22,41,70,-29,2019
1,LaLiga,Real Madrid,87,38,26,9,3,70,25,45,2020
2,LaLiga,Barcelona,82,38,25,7,6,86,38,48,2020
3,LaLiga,Atlético de Madrid,70,38,18,16,4,51,27,24,2020
4,LaLiga,Sevilla,70,38,19,13,6,54,34,20,2020
5,LaLiga,Villarreal,60,38,18,6,14,63,49,14,2020
6,LaLiga,Real Sociedad,56,38,16,8,14,56,48,8,2020
7,LaLiga,Granada,56,38,16,8,14,52,45,7,2020
8,LaLiga,Getafe,54,38,14,12,12,43,37,6,2020
9,LaLiga,Valencia,53,38,14,11,13,46,53,-7,2020
10,LaLiga,Osasuna,52,38,13,13,12,46,54,-8,2020
11,LaLiga,Athletic,51,38,13,12,13,41,38,3,2020
12,LaLiga,Levante,49,38,14,7,17,47,53,-6,2020
13,LaLiga,Valladolid,42,38,9,15,14,32,43,-11,2020
14,LaLiga,Eibar,42,38,11,9,18,39,56,-17,2020
15,LaLiga,Real Betis,41,38,10,11,17,48,60,-12,2020
16,LaLiga,Alavés,39,38,10,9,19,34,59,-25,2020
17,LaLiga,Celta de Vigo,37,38,7,16,15,37,49,-12,2020
18,LaLiga,Leganés,36,38,8,12,18,30,51,-21,2020
19,LaLiga,Mallorca,33,38,9,6,23,40,65,-25,2020
20,LaLiga,Espanyol,25,38,5,10,23,27,58,-31,2020
1,LaLiga,Atlético de Madrid,86,38,26,8,4,67,25,42,2021
2,LaLiga,Real Madrid,84,38,25,9,4,67,28,39,2021
3,LaLiga,Barcelona,79,38,24,7,7,85,38,47,2021
4,LaLiga,Sevilla,77,38,24,5,9,53,33,20,2021
5,LaLiga,Real Sociedad,62,38,17,11,10,59,38,21,2021
6,LaLiga,Real Betis,61,38,17,10,11,50,50,0,2021
7,LaLiga,Villarreal,58,38,15,13,10,60,44,16,2021
8,LaLiga,Celta de Vigo,53,38,14,11,13,55,57,-2,2021
9,LaLiga,Granada,46,38,13,7,18,47,65,-18,2021
10,LaLiga,Athletic,46,38,11,13,14,46,42,4,2021
11,LaLiga,Osasuna,44,38,11,11,16,37,48,-11,2021
12,LaLiga,Cádiz,44,38,11,11,16,36,58,-22,2021
13,LaLiga,Valencia,43,38,10,13,15,50,53,-3,2021
14,LaLiga,Levante,41,38,9,14,15,46,57,-11,2021
15,LaLiga,Getafe,38,38,9,11,18,28,43,-15,2021
16,LaLiga,Alavés,38,38,9,11,18,36,57,-21,2021
17,LaLiga,Elche,36,38,8,12,18,34,55,-21,2021
18,LaLiga,Huesca,34,38,7,13,18,34,53,-19,2021
19,LaLiga,Valladolid,31,38,5,16,17,34,57,-23,2021
20,LaLiga,Eibar,30,38,6,12,20,29,52,-23,2021
1,LaLiga,Real Madrid,86,38,26,8,4,80,31,49,2022
2,LaLiga,Barcelona,73,38,21,10,7,68,38,30,2022
3,LaLiga,Atlético de Madrid,71,38,21,8,9,65,43,22,2022
4,LaLiga,Sevilla,70,38,18,16,4,53,30,23,2022
5,LaLiga,Real Betis,65,38,19,8,11,62,40,22,2022
6,LaLiga,Real Sociedad,62,38,17,11,10,40,37,3,2022
7,LaLiga,Villarreal,59,38,16,11,11,63,37,26,2022
8,LaLiga,Athletic,55,38,14,13,11,43,36,7,2022
9,LaLiga,Valencia,48,38,11,15,12,48,53,-5,2022
10,LaLiga,Osasuna,47,38,12,11,15,37,51,-14,2022
11,LaLiga,Celta de Vigo,46,38,12,10,16,43,43,0,2022
12,LaLiga,Rayo Vallecano,42,38,11,9,18,39,50,-11,2022
13,LaLiga,Elche,42,38,11,9,18,40,52,-12,2022
14,LaLiga,Espanyol,42,38,10,12,16,40,53,-13,2022
15,LaLiga,Getafe,39,38,8,15,15,33,41,-8,2022
16,LaLiga,Mallorca,39,38,10,9,19,36,63,-27,2022
17,LaLiga,Cádiz,39,38,8,15,15,35,51,-16,2022
18,LaLiga,Granada,38,38,8,14,16,44,61,-17,2022
19,LaLiga,Levante,35,38,8,11,19,51,76,-25,2022
20,LaLiga,Alavés,31,38,8,7,23,31,65,-34,2022
1,LaLiga,Barcelona,88,38,28,4,6,70,20,50,2023
2,LaLiga,Real Madrid,78,38,24,6,8,75,36,39,2023
3,LaLiga,Atlético de Madrid,77,38,23,8,7,70,33,37,2023
4,LaLiga,Real Sociedad,71,38,21,8,9,51,35,16,2023
5,LaLiga,Villarreal,64,38,19,7,12,59,40,19,2023
6,LaLiga,Real Betis,60,38,17,9,12,46,41,5,2023
7,LaLiga,Osasuna,53,38,15,8,15,37,42,-5,2023
8,LaLiga,Athletic,51,38,14,9,15,47,43,4,2023
9,LaLiga,Mallorca,50,38,14,8,16,37,43,-6,2023
10,LaLiga,Girona,49,38,13,10,15,58,55,3,2023
11,LaLiga,Rayo Vallecano,49,38,13,10,15,45,53,-8,2023
12,LaLiga,Sevilla,49,38,13,10,15,47,54,-7,2023
13,LaLiga,Celta de Vigo,43,38,11,10,17,43,53,-10,2023
14,LaLiga,Cádiz,42,38,10,12,16,30,53,-23,2023
15,LaLiga,Valencia,42,38,11,9,18,42,45,-3,2023
16,LaLiga,Getafe,42,38,10,12,16,34,45,-11,2023
17,LaLiga,Almería,41,38,11,8,19,49,65,-16,2023
18,LaLiga,Valladolid,40,38,11,7,20,33,63,-30,2023
19,LaLiga,Espanyol,37,38,8,13,17,52,69,-17,2023
20,LaLiga,Elche,25,38,5,10,23,30,67,-37,2023
1,Serie A,Internazionale,76,38,23,7,8,68,30,38,2006
2,Serie A,Roma,69,38,19,12,7,70,42,28,2006
3,Serie A,Milan,58,38,28,4,6,85,31,54,2006
4,Serie A,Chievo,54,38,13,15,10,54,49,5,2006
5,Serie A,Palermo,52,38,13,13,12,50,52,-2,2006
6,Serie A,Livorno 1915,49,38,12,13,13,37,44,-7,2006
7,Serie A,Parma,45,38,12,9,17,46,60,-14,2006
8,Serie A,Empoli,45,38,13,6,19,47,61,-14,2006
9,Serie A,Fiorentina,44,38,22,8,8,66,41,25,2006
10,Serie A,Ascoli,43,38,9,16,13,43,53,-10,2006
11,Serie A,Udinese,43,38,11,10,17,40,54,-14,2006
12,Serie A,Reggina,41,38,11,8,19,39,65,-26,2006
13,Serie A,Sampdoria,41,38,10,11,17,47,51,-4,2006
14,Serie A,Cagliari,39,38,8,15,15,42,55,-13,2006
15,Serie A,AC Siena,39,38,9,12,17,42,60,-18,2006
16,Serie A,Lazio,32,38,16,14,8,57,47,10,2006
17,Serie A,F.C. Messina Peloro,31,38,6,13,19,33,59,-26,2006
18,Serie A,Lecce,29,38,7,8,23,30,57,-27,2006
19,Serie A,Treviso,21,38,3,12,23,24,56,-32,2006
20,Serie A,Juventus,0,38,27,10,1,71,24,47,2006
1,Serie A,Internazionale,97,38,30,7,1,80,34,46,2007
2,Serie A,Roma,75,38,22,9,7,74,34,40,2007
3,Serie A,Lazio,62,38,18,11,9,59,33,26,2007
4,Serie A,Milan,61,38,19,12,7,57,36,21,2007
5,Serie A,Palermo,58,38,16,10,12,58,51,7,2007
6,Serie A,Fiorentina,58,38,21,10,7,62,31,31,2007
7,Serie A,Empoli,54,38,14,12,12,42,43,-1,2007
8,Serie A,Atalanta,50,38,12,14,12,56,54,2,2007
9,Serie A,Sampdoria,49,38,13,10,15,44,48,-4,2007
10,Serie A,Udinese,46,38,12,10,16,49,55,-6,2007
11,Serie A,Livorno 1915,43,38,10,13,15,41,54,-13,2007
12,Serie A,Parma,42,38,10,12,16,41,56,-15,2007
13,Serie A,Catania SSD,41,38,10,11,17,46,68,-22,2007
14,Serie A,Reggina,40,38,12,15,11,52,50,2,2007
15,Serie A,AC Siena,40,38,9,14,15,35,45,-10,2007
16,Serie A,Torino,40,38,10,10,18,27,47,-20,2007
17,Serie A,Cagliari,40,38,9,13,16,35,46,-11,2007
18,Serie A,Chievo,39,38,9,12,17,38,48,-10,2007
19,Serie A,Ascoli,27,38,5,12,21,36,67,-31,2007
20,Serie A,F.C. Messina Peloro,26,38,5,11,22,37,69,-32,2007
1,Serie A,Internazionale,85,38,25,10,3,69,26,43,2008
2,Serie A,Roma,82,38,24,10,4,72,37,35,2008
3,Serie A,Juventus,72,38,20,12,6,72,37,35,2008
4,Serie A,Fiorentina,66,38,19,9,10,55,39,16,2008
5,Serie A,Milan,64,38,18,10,10,66,38,28,2008
6,Serie A,Sampdoria,60,38,17,9,12,56,46,10,2008
7,Serie A,Udinese,57,38,16,9,13,48,53,-5,2008
8,Serie A,Napoli,50,38,14,8,16,50,53,-3,2008
9,Serie A,Atalanta,48,38,12,12,14,52,56,-4,2008
10,Serie A,Genoa,48,38,13,9,16,44,52,-8,2008
11,Serie A,Palermo,47,38,12,11,15,47,57,-10,2008
12,Serie A,Lazio,46,38,11,13,14,47,51,-4,2008
13,Serie A,AC Siena,44,38,9,17,12,40,45,-5,2008
14,Serie A,Cagliari,42,38,11,9,18,40,56,-16,2008
15,Serie A,Torino,40,38,8,16,14,36,49,-13,2008
16,Serie A,Reggina,40,38,9,13,16,37,56,-19,2008
17,Serie A,Catania SSD,37,38,8,13,17,33,45,-12,2008
18,Serie A,Empoli,36,38,9,9,20,29,52,-23,2008
19,Serie A,Parma,34,38,7,13,18,42,62,-20,2008
20,Serie A,Livorno 1915,30,38,6,12,20,35,60,-25,2008
1,Serie A,Internazionale,84,38,25,9,4,70,32,38,2009
2,Serie A,Juventus,74,38,21,11,6,69,37,32,2009
3,Serie A,Milan,74,38,22,8,8,70,35,35,2009
4,Serie A,Fiorentina,68,38,21,5,12,53,38,15,2009
5,Serie A,Genoa,68,38,19,11,8,56,39,17,2009
6,Serie A,Roma,63,38,18,9,11,64,61,3,2009
7,Serie A,Udinese,58,38,16,10,12,61,50,11,2009
8,Serie A,Palermo,57,38,17,6,15,57,50,7,2009
9,Serie A,Cagliari,53,38,15,8,15,49,50,-1,2009
10,Serie A,Lazio,50,38,15,5,18,46,55,-9,2009
11,Serie A,Atalanta,47,38,13,8,17,45,48,-3,2009
12,Serie A,Napoli,46,38,12,10,16,43,45,-2,2009
13,Serie A,Sampdoria,46,38,11,13,14,49,52,-3,2009
14,Serie A,AC Siena,44,38,12,8,18,33,44,-11,2009
15,Serie A,Catania SSD,43,38,12,7,19,41,51,-10,2009
16,Serie A,Chievo,38,38,8,14,16,35,49,-14,2009
17,Serie A,Bologna,37,38,9,10,19,43,62,-19,2009
18,Serie A,Torino,34,38,8,10,20,37,61,-24,2009
19,Serie A,Reggina,31,38,6,13,19,30,62,-32,2009
20,Serie A,Lecce,30,38,5,15,18,37,67,-30,2009
1,Serie A,Internazionale,82,38,24,10,4,75,34,41,2010
2,Serie A,Roma,80,38,24,8,6,68,41,27,2010
3,Serie A,Milan,70,38,20,10,8,60,39,21,2010
4,Serie A,Sampdoria,67,38,19,10,9,49,41,8,2010
5,Serie A,Palermo,65,38,18,11,9,59,47,12,2010
6,Serie A,Napoli,59,38,15,14,9,50,43,7,2010
7,Serie A,Juventus,55,38,16,7,15,55,56,-1,2010
8,Serie A,Parma,52,38,14,10,14,46,51,-5,2010
9,Serie A,Genoa,51,38,14,9,15,57,61,-4,2010
10,Serie A,AS Bari,50,38,13,11,14,49,49,0,2010
11,Serie A,Fiorentina,47,38,13,8,17,48,47,1,2010
12,Serie A,Lazio,46,38,11,13,14,39,43,-4,2010
13,Serie A,Catania SSD,45,38,10,15,13,44,45,-1,2010
14,Serie A,Chievo,44,38,12,8,18,37,42,-5,2010
15,Serie A,Udinese,44,38,11,11,16,54,59,-5,2010
16,Serie A,Cagliari,44,38,11,11,16,56,58,-2,2010
17,Serie A,Bologna,42,38,10,12,16,42,55,-13,2010
18,Serie A,Atalanta,35,38,9,8,21,37,53,-16,2010
19,Serie A,AC Siena,31,38,7,10,21,40,67,-27,2010
20,Serie A,Livorno 1915,29,38,7,8,23,27,61,-34,2010
1,Serie A,Milan,82,38,24,10,4,65,24,41,2011
2,Serie A,Internazionale,76,38,23,7,8,69,42,27,2011
3,Serie A,Napoli,70,38,21,7,10,59,39,20,2011
4,Serie A,Udinese,66,38,20,6,12,65,43,22,2011
5,Serie A,Lazio,66,38,20,6,12,55,39,16,2011
6,Serie A,Roma,63,38,18,9,11,59,52,7,2011
7,Serie A,Juventus,58,38,15,13,10,57,47,10,2011
8,Serie A,Palermo,56,38,17,5,16,58,63,-5,2011
9,Serie A,Fiorentina,51,38,12,15,11,49,44,5,2011
10,Serie A,Genoa,51,38,14,9,15,45,47,-2,2011
11,Serie A,Chievo,46,38,11,13,14,38,40,-2,2011
12,Serie A,Parma,46,38,11,13,14,39,47,-8,2011
13,Serie A,Catania SSD,46,38,12,10,16,40,52,-12,2011
14,Serie A,Cagliari,45,38,12,9,17,44,51,-7,2011
15,Serie A,AC Cesena,43,38,11,10,17,38,50,-12,2011
16,Serie A,Bologna,42,38,11,12,15,35,52,-17,2011
17,Serie A,Lecce,41,38,11,8,19,46,66,-20,2011
18,Serie A,Sampdoria,36,38,8,12,18,33,49,-16,2011
19,Serie A,Brescia,32,38,7,11,20,34,52,-18,2011
20,Serie A,AS Bari,24,38,5,9,24,27,56,-29,2011
1,Serie A,Juventus,84,38,23,15,0,68,20,48,2012
2,Serie A,Milan,80,38,24,8,6,74,33,41,2012
3,Serie A,Udinese,64,38,18,10,10,52,35,17,2012
4,Serie A,Lazio,62,38,18,8,12,56,47,9,2012
5,Serie A,Napoli,61,38,16,13,9,66,46,20,2012
6,Serie A,Internazionale,58,38,17,7,14,58,55,3,2012
